ลำดับที่,มิติงบประมาณ,ประเภทงบประมาณ,หน่วยงานรับผิดชอบ,โครงการ,วงเงิน(ล้านบาท),ตำบล,อำเภอ,แผนแม่บทฯ,ปี,วงเงิน_ล้านบาท,รหัสแผนแม่บท,ชื่อแผนแม่บท,ชื่อย่อด้าน,ปีงบประมาณ,ช่วงปีงบประมาณ
5557,Function,Function,กรมชลประทาน,ซ่อมแซมดาดคอนกรีตคลองผันน้ำจากอ่างเก็บน้ำแม่หาดมาเติมอ่างเก็บน้ำแม่ตูบ อันเนื่องมาจากพระราชดำริ ช่วง กม.2+000 ถึง กม.3+000,3.8,โปงทุ่ง,ดอยเต่า,2.0,2570.0,3.8,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5558,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 15L-16R-LMC แม่แฝก กม.0+000 - กม.0+420 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.0,สันทรายหลวง,สันทราย,2.0,2570.0,2.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5559,Function,Function,กรมชลประทาน,ซ่อมอาคารบังคับน้ำระบบส่งน้ำฝายแม่เทย อันเนื่องมาจากพระราชดำริ,1.2,แม่ตื่น,อมก๋อย,2.0,2570.0,1.2,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5560,Function,Function,กรมชลประทาน,ซ่อมแซมอาคารควบคุมปลายอุโมงค์ผันน้ำและอุปกรณ์ประกอบ ฝายแม่ตื่น-อ่างเก็บน้ำโป่งจ้อ อันเนื่องมาจากพระราชดำริ,0.9,สันติสุข,ดอยหล่อ,2.0,2570.0,0.9,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5561,Function,Function,กรมชลประทาน,ปรับปรุงคลองส่งน้ำ 4R-14R-LMC แม่แฝก กม.0+000 - กม.0+940 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,7.5,ป่าไผ่,สันทราย,2.0,2570.0,7.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5562,Function,Function,กรมชลประทาน,ซ่อมแซมดาดคอนกรีต RMC อ่างเก็บน้ำแม่ตูบ อันเนื่องมาจากพระราชดำริ ช่วง กม.6+000 ถึง กม.7+000,3.5,โปงทุ่ง,ดอยเต่า,2.0,2570.0,3.5,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5563,Function,Function,กรมชลประทาน,ซ่อมแซมประตูน้ำเหล็กหล่อ อ่างเก็บน้ำห้วยกวางตาย อันเนื่องมาจากพระราชดำริ,0.35,แม่สอย,จอมทอง,2.0,2570.0,0.35,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5564,Function,Function,กรมชลประทาน,ซ่อมแซม GUTTER DRAIN พร้อมอาคารประกอบ ด้านท้ายเขื่อน อ่างเก็บน้ำโป่งจ้อ อันเนื่องมาจากพระราชดำริ,1.3,สันติสุข,ดอยหล่อ,2.0,2570.0,1.3,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5565,Function,Function,กรมชลประทาน,ซ่อมแซมระบบส่งน้ำ 1L-RMC อ่างเก็บน้ำแม่ตูบ อันเนื่องมาจากพระราชดำริ,2.0,โปงทุ่ง,ดอยเต่า,2.0,2570.0,2.0,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5566,Function,Function,กรมชลประทาน,ซ่อมแซมระบบส่งน้ำ 2L-RMC อ่างเก็บน้ำแม่ตูบ อันเนื่องมาจากพระราชดำริ,1.6,โปงทุ่ง,ดอยเต่า,2.0,2570.0,1.6,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5567,Function,Function,กรมชลประทาน,ซ่อมแซมพนังด้านหน้า-ท้ายฝายเหมืองลุ่ม อันเนื่องมาจากพระราชดำริ ช่วง กม.0+000-กม.0+150,3.9,ท่าผา,แม่แจ่ม,2.0,2570.0,3.9,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5568,Function,Function,กรมชลประทาน,ซ่อมแซมคลองส่งน้ำ 3L-2L ลำน้ำแม่กวง กม.0+000 - กม.0+350 โครงการส่งน้ำและบำรุงรักษาแม่แฝก-แม่งัดสมบูรณ์ชล,2.62,สันปูเลย,ดอยสะเก็ด,2.0,2570.0,2.62,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
5569,Function,Function,กรมชลประทาน,ซ่อมแซมประตูน้ำเหล็กหล่อ อ่างเก็บน้ำแม่เตี๊ยะ อันเนื่องมาจากพระราชดำริ,0.35,ดอยแก้ว,จอมทอง,2.0,2570.0,0.35,2,ด้านที่ 2 การสร้างความมั่นคงของน้ำภาคการผลิต,ด2_น้ำภาคการผลิต,2570,ระยะปลาย (2568-2570)
